 Event Date  	  Make  	  Model 
 07/12/1989  	  Airbus Industrie  	  A-300 
 07/12/1989  	  CESSNA  	  150 
 07/12/1989  	  BELLANCA  	  7KCAB 
 07/12/1989  	  SCORPION  	  II 
 07/11/1989  	  ROCKWELL  	  S-2R 
 07/11/1989  	  Rockwell  	  S-2R 
 07/11/1989  	  CESSNA  	  152 
 07/11/1989  	  ENSTROM  	  F28F 
 07/11/1989  	  CESSNA  	  150L 
 07/11/1989  	  BELL  	  206L-1 
 07/11/1989  	  AEROSPATIALE  	  AS-350-D 
 07/11/1989  	  CESSNA  	  152 
 07/11/1989  	  CESSNA  	  172H 
 07/11/1989  	  PIPER  	  PA-25 
 07/11/1989  	  CESSNA  	  172P 
 07/11/1989  	  PIPER  	  PA-32RT-300T 
 07/11/1989  	  CESSNA  	  172 
 07/10/1989  	  BRISTOW  	  KR-2 
 07/10/1989  	  GRUMMAN  	  G-44 
 07/10/1989  	  CESSNA  	  172M 
 07/10/1989  	  CESSNA  	  207 
 07/09/1989  	  AERONCA  	  65-CA 
 07/09/1989  	  CUSHING  	  C2 
 07/09/1989  	  CESSNA  	  177A 
 07/09/1989  	  PIPER  	  PA-28-161 
 07/09/1989  	  CESSNA  	  172 
 07/09/1989  	  PIPER  	  PA-24-250 
 07/09/1989  	  CESSNA  	  152 
 07/09/1989  	  CESSNA  	  182 
 07/09/1989  	  LUSCOMBE  	  8A 
 07/09/1989  	  PIPER  	  PA-38-112 
 07/09/1989  	  CESSNA  	  P210N 
 07/09/1989  	  RYAN  	  SCW-145 
 07/09/1989  	  CESSNA  	  172K 
 07/09/1989  	  STINSON  	  V77 
 07/09/1989  	  CESSNA  	  T188C 
 07/09/1989  	  PIPER  	  PA-38-112 
 07/09/1989  	  DORNIER  	  DO-228 
 07/09/1989  	  DORNIER  	  DO-228 
 07/09/1989  	  MCDONNELL DOUGLAS  	  DC-9-32 
 07/09/1989  	  BOEING  	  A75N1 
 07/09/1989  	  PITTS  	  S-1 
 07/08/1989  	  MOONEY  	  M20C 
 07/08/1989  	  PIPER  	  PA-34-220T 
 07/08/1989  	  SIKORSKY  	  S-58T 
 07/08/1989  	  CESSNA  	  150K 
 07/08/1989  	  RAVEN  	  RX-7 
 07/08/1989  	  Grumman-Schweizer  	  G-164B 
 07/08/1989  	  CESSNA  	  150K 
 07/08/1989  	  PIPER  	  PA-18 
 07/08/1989  	  PIPER  	  PA28-140 
 07/08/1989  	  BEECH  	  A45 
 07/08/1989  	  PIPER  	  PA-25-235 
 07/07/1989  	  BELL  	  206B 
 07/07/1989  	  WEATHERLY  	  201-B 
 07/07/1989  	  CESSNA  	  150M 
 07/07/1989  	  GRUMMAN  	  G-164 
 07/07/1989  	  CESSNA  	  T188C 
 07/07/1989  	  CESSNA  	  172 
 07/07/1989  	  BELL  	  47G-3B-2 
 07/07/1989  	  CESSNA  	  150M 
 07/07/1989  	  BEECH  	  58 
 07/07/1989  	  HUGHES  	  500D 
 07/07/1989  	  PIPER  	  PA-20 
 07/06/1989  	  PIPER  	  PA-28R-200 
 07/06/1989  	  BELL  	  206L-1 
 07/06/1989  	  BOEING  	  A75 
 07/06/1989  	  BELLANCA  	  7GCBC 
 07/06/1989  	  PIPER  	  PA-32 
 07/05/1989  	  Rockwell  	  S-2R 
 07/05/1989  	  PIPER  	  PA-30B-160 
 07/05/1989  	  SALMON  	  KR-2 
 07/05/1989  	  CESSNA  	  206 
 07/04/1989  	  CESSNA  	  152 
 07/04/1989  	  PIPER  	  PA-32-300 
 07/04/1989  	  BELLANCA  	  8KCAB 
 07/04/1989  	  CESSNA  	  177 
 07/04/1989  	  SCHWEIZER  	  G-164B 
 07/04/1989  	  CESSNA  	  P210N 
 07/04/1989  	  HENRY VICKERS  	  HCV-110 
 07/04/1989  	  PIPER  	  PA-16 
 07/04/1989  	  PIPER  	  PA-30 
 07/04/1989  	  CESSNA  	  180 
 07/03/1989  	  CESSNA  	  152 
 07/03/1989  	  PIPER  	  J3 "CUB" 
 07/03/1989  	  AERO COMMANDER  	  S2R 
 07/03/1989  	  CESSNA  	  152 
 07/03/1989  	  CESSNA  	  421B 
 07/03/1989  	  BEECH  	  35 
 07/03/1989  	  BEECH  	  G35 
 07/03/1989  	  PIPER  	  PA-12 
 07/03/1989  	  CESSNA  	  172M 
 07/03/1989  	  PIPER  	  PA-28RT-201T 
 07/03/1989  	  PIPER  	  PA-20 
 07/02/1989  	  PIPER  	  PA-22-150 
 07/02/1989  	  CESSNA  	  152 
 07/02/1989  	  CESSNA  	  185 
 07/02/1989  	  PIPER  	  PA-28-140 
 07/02/1989  	  GRUMMAN  	  G-164B 
 07/02/1989  	  CESSNA  	  T188C 
 07/02/1989  	  CESSNA  	  T188C 
 07/02/1989  	  WOOD-OLDFIELD  	  BABY GREAT LAKES 
 07/02/1989  	  PROGRESS AERO R&D  	  DISCOVERY 
 07/02/1989  	  CESSNA  	  182 
 07/02/1989  	  PIPER  	  PA-28 
 07/02/1989  	  ROBINSON  	  R22 
 07/02/1989  	  STITTS  	  SA7D 
 07/02/1989  	  Ercoupe (Eng & Research Corp.)  	  415C 
 07/02/1989  	  BEECH  	  E33 
 07/02/1989  	  MUSICK/TERRATORN  	  TIERRA II 
 07/02/1989  	  Aerofab Inc.  	  LAKE LA 4-200 
 07/02/1989  	  CESSNA  	  182A 
 07/02/1989  	  CESSNA  	  150L 
 07/02/1989  	  AERONCA  	  15AC 
 07/01/1989  	  PIPER  	  PA-28R-200 
 07/01/1989  	  TAYLORCRAFT  	  BC-12D 
 07/01/1989  	  SCHWEIZER  	  1-26 
 07/01/1989  	  CESSNA  	  U206 
 07/01/1989  	  CESSNA  	  310R 
 07/01/1989  	  CESSNA  	  150 
 07/01/1989  	  HOMEBUILT  	  BG 12 B-D 
 07/01/1989  	  AERO COMMANDER  	  LARK 100-180 
 07/01/1989  	  PIPER  	  PA-28R 
 07/01/1989  	  CESSNA  	  206 
 07/01/1989  	  CESSNA  	  R182 
 07/01/1989  	  HUGHES  	  269C 
 07/01/1989  	  CHAMPION  	  7GCBC 
 07/01/1989  	  MOONEY  	  M-20F 
 07/01/1989  	  CESSNA  	  140 
 07/01/1989  	  BELL  	  47J 
 06/30/1989  	  PIPER  	  PA-28-180 
 06/30/1989  	  ROBINSON  	  R-22A 
 06/30/1989  	  MAULE  	  MX-7 
 06/30/1989  	  CESSNA  	  152 
 06/30/1989  	  GRUMMAN  	  G-164-B 
 06/30/1989  	  PIPER  	  PA-32R-301T 
 06/30/1989  	  LUSCOMBE  	  8A 
 06/30/1989  	  MOONEY  	  M20E 
 06/30/1989  	  CESSNA  	  210H 
 06/30/1989  	  CESSNA  	  150 
 06/30/1989  	  CESSNA  	  185F 
 06/30/1989  	  CESSNA  	  185 
 06/30/1989  	  MAULE  	  M-4-2205 
 06/29/1989  	  VEHAFRIC  	  JUNGSTER ONE 
 06/29/1989  	  PIPER  	  PA-23-250 
 06/29/1989  	  CESSNA  	  310Q 
 06/29/1989  	  DASSAULT-BREGUET  	  FALCON 20 
 06/29/1989  	  AIR TRACTOR  	  AT-301 
 06/28/1989  	  MAULE  	  M4-210 
 06/28/1989  	  PIPER  	  PA-20 
 06/28/1989  	  AIR TRACTOR  	  301 
 06/28/1989  	  CESSNA  	  U206 
 06/28/1989  	  PIPER  	  PA-38-112 
 06/28/1989  	  SCHWEIZER  	  SGS 2-33A 
 06/28/1989  	  PIPER  	  PA-28 
 06/28/1989  	  CESSNA  	  206 
 06/27/1989  	  AIR TRACTOR  	  AT-301 
 06/27/1989  	  HELIO  	  H800 
 06/27/1989  	  INTERSTATE  	  S-1A 
 06/26/1989  	  DOUGLAS  	  DC-3C 
 06/26/1989  	  BEECH  	  A36 
 06/26/1989  	  CESSNA  	  172E 
 06/26/1989  	  PIPER  	  PA-601B 
 06/26/1989  	  CESSNA  	  A188B 
 06/26/1989  	  PIPER  	  PA-18-150 
 06/26/1989  	  CESSNA  	  C172M 
 06/26/1989  	  BRITISH AEROSPACE  	  3101 
 06/26/1989  	  BOEING  	  737-291 
 06/25/1989  	  AERONCA  	  65-C 
 06/25/1989  	  CESSNA  	  210 
 06/25/1989  	  CESSNA  	  152 
 06/25/1989  	  BEECH  	  A24R 
 06/25/1989  	  SCHUNING/TERATORN  	  TERRA II 
 06/25/1989  	  RENNINGER  	  MUSTANG II 
 06/25/1989  	  CESSNA  	  172P 
 06/25/1989  	  CESSNA  	  180H 
 06/24/1989  	  BELL  	  47G-2 
 06/24/1989  	  CESSNA  	  T210L 
 06/24/1989  	  CESSNA  	  A185F 
 06/24/1989  	  CESSNA  	  152 
 06/24/1989  	  BEECH  	  T-34 
 06/24/1989  	  BEECH  	  35 
 06/24/1989  	  CESSNA  	  401 
 06/24/1989  	  DE HAVILLAND  	  DHC-2 
 06/23/1989  	  GRUMMAN-SCHWEIZER  	  G-164A 
 06/23/1989  	  BEECH  	  B35 
 06/23/1989  	  COLONIAL  	  C-1 
 06/23/1989  	  PIPER  	  PA-28-181 
 06/23/1989  	  GRUMMAN-SCHWEIZER  	  G-164A 
 06/23/1989  	  CESSNA  	  188B 
 06/23/1989  	  SCHWEIZER  	  G-164A 
 06/23/1989  	  PIPER  	  PA-18-150 
 06/23/1989  	  PIPER  	  PA-60-700P 
 06/23/1989  	  CESSNA  	  172 
 06/23/1989  	  PIPER  	  PA-32-300 
 06/22/1989  	  BELL  	  47G3B2A 
 06/22/1989  	  CESSNA  	  172 
 06/22/1989  	  AEROSPATIALE  	  TB-21 
 06/22/1989  	  CESSNA  	  210 
 06/22/1989  	  CESSNA  	  172M 
 06/22/1989  	  CESSNA  	  140 
 06/21/1989  	  GRUMMAN-SCHWEIZER  	  G-164A 
 06/21/1989  	  PIPER  	  PA-23-250 
 06/21/1989  	  Raven  	  S77A 
 06/21/1989  	  BEAUCHESNE/WELLS  	  GLASAIR TD 
 06/21/1989  	  PIPER  	  PA-24-180 
 06/21/1989  	  PIPER  	  PA-60-601P 
 06/21/1989  	  CESSNA  	  U-206G 
 06/20/1989  	  de Havilland  	  DHC-2 
 06/20/1989  	  HUGHES  	  BENSEN B-8M 
 06/20/1989  	  PIPER  	  PA-23-250 
 06/20/1989  	  CESSNA  	  340 
 06/20/1989  	  CESSNA  	  150J 
 06/20/1989  	  CESSNA  	  172M 
 06/20/1989  	  PIPER  	  PA28-180 
 06/20/1989  	  PIPER  	  PA-25-235 
 06/20/1989  	  CESSNA  	  172 
 06/20/1989  	  BEECH  	  B-60 
 06/20/1989  	  DE HAVILLAND  	  DHC-3 
 06/19/1989  	  Ercoupe (Eng & Research Corp.)  	  ERCOUPE 415C 
 06/19/1989  	  CESSNA  	  A185F 
 06/19/1989  	  CESSNA  	  150M 
 06/19/1989  	  Beech  	  A36 
 06/19/1989  	  BENETEAU  	  STEEN SKYBOLT 
 06/19/1989  	  CESSNA  	  210A 
 06/19/1989  	  CESSNA  	  182A 
 06/19/1989  	  PIPER  	  PA-20 
 06/19/1989  	  CESSNA  	  180 
 06/18/1989  	  CESSNA  	  172N 
 06/18/1989  	  PIPER  	  PA-25-235 
 06/18/1989  	  UHLEY-MASON  	  R.A.F. VARI-EZE 
 06/18/1989  	  AMERICAN  	  AA-1C 
 06/18/1989  	  CESSNA  	  172E 
 06/18/1989  	  PIPER  	  PA-22-160 
 06/18/1989  	  Schweizer  	  1-26E 
 06/18/1989  	  CESSNA  	  150 
 06/18/1989  	  PIPER  	  PA-22 
 06/18/1989  	  CESSNA  	  150L 
 06/18/1989  	  PIPER  	  PA-28 
 06/18/1989  	  COX/PITTS  	  SPECIAL S-1S 
 06/18/1989  	  PIPER  	  PA-22-108 
 06/18/1989  	  PIPER  	  PA-18 
 06/17/1989  	  NORTH AMERICAN  	  AT-6D 
 06/17/1989  	  COMMONWEALTH  	  185 
 06/17/1989  	  CESSNA  	  177 
 06/17/1989  	  de Havilland  	  DHC-2 
 06/17/1989  	  CESSNA  	  421 
 06/17/1989  	  CESSNA  	  175K 
 06/17/1989  	  CESSNA  	  182P 
 06/17/1989  	  CESSNA  	  180K 
 06/17/1989  	  BOEING  	  E75 
 06/17/1989  	  MAULE  	  MX-7-235 
 06/17/1989  	  MCCULLOCH  	  J-2 
 06/17/1989  	  HUGHES  	  269C 
 06/17/1989  	  BELL  	  47G-2 
 06/17/1989  	  CESSNA  	  150M 
 06/17/1989  	  CESSNA  	  172F 
 06/16/1989  	  CESSNA  	  T210N 
 06/16/1989  	  PIPER  	  PA-24-250 
 06/16/1989  	  Schweizer  	  G-164B 
 06/16/1989  	  PIPER  	  PA-34-200T 
 06/16/1989  	  PIPER  	  PA-28R-200 
 06/16/1989  	  CESSNA  	  R172E 
 06/16/1989  	  LOCKHEED  	  L1011-385-1 
 06/16/1989  	  PIPER  	  PA-32-300 
 06/16/1989  	  PIPER  	  PA-22 
 06/15/1989  	  GRUMMAN  	  G164 
 06/15/1989  	  CESSNA  	  A185F 
 06/15/1989  	  CESSNA  	  210L 
 06/15/1989  	  BOEING  	  A-75 
 06/15/1989  	  GRUMMAN-SCHWEIZER  	  G-164A 
 06/15/1989  	  CESSNA  	  A188B 
 06/15/1989  	  AEROSPATIALE  	  AS350B 
 06/14/1989  	  CESSNA  	  TU206G 
 06/14/1989  	  OREGON HELICOPTERS  	  UH-1L 
 06/14/1989  	  CESSNA  	  140 
 06/14/1989  	  PIPER  	  PA-25-235 
 06/14/1989  	  PIPER  	  PA-18A 
 06/14/1989  	  CESSNA  	  150M 
 06/14/1989  	  GRUMMAN AMERICAN  	  AA-5 
 06/13/1989  	  CESSNA  	  180F 
 06/13/1989  	  CESSNA  	  180 
 06/13/1989  	  PIPER  	  PA-28-140 
 06/13/1989  	  CESSNA  	  152 
 06/12/1989  	  CESSNA  	  172 
 06/12/1989  	  TAYLORCRAFT  	  BC-12D 
 06/12/1989  	  CESSNA  	  172L 
 06/12/1989  	  CESSNA  	  T210N 
 06/12/1989  	  CESSNA  	  172A 
 06/12/1989  	  de Havilland  	  DHC-2 
 06/11/1989  	  CESSNA  	  177B 
 06/11/1989  	  CESSNA  	  170B 
 06/11/1989  	  Anderson Aircraft Corp.  	  BD-5 
 06/11/1989  	  GLASER-DIRKS  	  DG-101 
 06/11/1989  	  CESSNA  	  152 
 06/11/1989  	  SWIFT  	  GC-1B 
 06/11/1989  	  BEECH  	  H18 
 06/11/1989  	  CESSNA  	  172I 
 06/11/1989  	  BALLOON WORKS  	  FIREFLY 8B 
 06/11/1989  	  HADLEY  	  TEENIE TWO 
 06/11/1989  	  CESSNA  	  150-L 
 06/10/1989  	  WHITTAKER  	  BUSHBY MUSTANG 1 
 06/10/1989  	  PIPER  	  J-3C-65 
 06/10/1989  	  PIPER  	  PA-22-160 
 06/10/1989  	  CESSNA  	  170B 
 06/10/1989  	  HUGHES  	  269C 
 06/10/1989  	  PIPER  	  PA-22 
 06/10/1989  	  CESSNA  	  182 
 06/10/1989  	  STINSON  	  108-2 
 06/10/1989  	  PIPER  	  PA-24 
 06/10/1989  	  PIPER  	  PA-18-100 
 06/09/1989  	  PIPER  	  PA-28-180 
 06/09/1989  	  PIPER  	  PA-18-150 
 06/09/1989  	  CESSNA  	  210 
 06/09/1989  	  PIPER  	  PA-32-300 
 06/08/1989  	  PIPER  	  PA-38-112 
 06/08/1989  	  JOB  	  SONERAI II 
 06/07/1989  	  PIPER  	  PA-32-300 
 06/07/1989  	  PIPER  	  PA-22-160 
 06/07/1989  	  GULFSTREAM-SCHWEIZER  	  G-164B 
 06/07/1989  	  McDonnell Douglas  	  DC-8-62 
 06/07/1989  	  GOOD  	  VARIEZE 
 06/07/1989  	  BELLANCA  	  17-30 
 06/06/1989  	  DAVIS  	  DA-2A 
 06/06/1989  	  WACO  	  UPF-7 
 06/06/1989  	  CESSNA  	  172 
 06/06/1989  	  PIPER  	  PA-30 
 06/06/1989  	  Grumman-Schweizer  	  G-164B 
 06/06/1989  	  RYAN  	  ST-3KR 
 06/06/1989  	  MCDONNELL DOUGLAS  	  DC-10 
 06/06/1989  	  HUGHES  	  269C 
 06/06/1989  	  AERONCA  	  15AC 
 06/05/1989  	  TAYLORCRAFT  	  BC-12D 
 06/05/1989  	  ROBINSON  	  R-22 
 06/05/1989  	  BEECH  	  35 
 06/05/1989  	  BEECH  	  T-34B 
 06/05/1989  	  HELIO  	  H-295 
 06/04/1989  	  CUSHING  	  4 
 06/04/1989  	  OLSON  	  BD-4 
 06/04/1989  	  PIPER  	  PA-38 
 06/04/1989  	  CESSNA  	  172 
 06/04/1989  	  CESSNA  	  152 
 06/04/1989  	  BEECH  	  A24R 
 06/04/1989  	  CHAMPION  	  7GCBC 
 06/04/1989  	  CESSNA  	  152 
 06/04/1989  	  PIPER  	  PA-12 
 06/04/1989  	  CESSNA  	  180-J 
 06/03/1989  	  BEECH  	  19A 
 06/03/1989  	  AERO COMMANDER  	  112 
 06/03/1989  	  PIPER  	  PA22-150 
 06/03/1989  	  PIPER  	  PA-28 
 06/03/1989  	  CESSNA  	  150 
 06/03/1989  	  PIPER  	  PA-23-250 
 06/03/1989  	  BOEING  	  PT-17 
 06/03/1989  	  CESSNA  	  150 
 06/03/1989  	  DILLEY  	  P51R 
 06/03/1989  	  CESSNA  	  150K 
 06/03/1989  	  BLOODWORTH  	  PITTS SPECIAL S-1C 
 06/03/1989  	  STINSON  	  108-2 
 06/02/1989  	  BELL  	  47G-2 
 06/02/1989  	  Boeing Stearman  	  A75N1 
 06/02/1989  	  ALON  	  AIRCOUPE A-2 
 06/02/1989  	  AIR TRACTOR  	  AT-400 
 06/02/1989  	  BELL  	  206L 
 06/02/1989  	  PITTS  	  S-1S 
 06/02/1989  	  Nord (SNCAN)  	  STAMPE SV4C 
 06/02/1989  	  NORTH AMERICAN  	  SNJ-5 
 06/02/1989  	  CESSNA  	  188A 
 06/02/1989  	  CHAMPION  	  7GCBC 
 06/01/1989  	  BEECH  	  60 
 06/01/1989  	  GRUMMAN  	  G-164B 
 06/01/1989  	  BELL  	  206L-3 
 06/01/1989  	  CESSNA  	  206 
 06/01/1989  	  PIPER  	  PA-38-112 
 06/01/1989  	  PIPER  	  PA-25-235 
 05/31/1989  	  BELL  	  206-L 
 05/31/1989  	  PIPER  	  PA-25-235 
 05/31/1989  	  PIPER  	  PA-30 
 05/31/1989  	  AERONCA  	  7AC 
 05/31/1989  	  BEECH  	  E-90 
 05/31/1989  	  PIPER  	  PA-46-310P 
 05/31/1989  	  AIRCOUPE  	  ALON A2A 
 05/31/1989  	  CESSNA  	  185F 
 05/30/1989  	  BELL  	  206B III 
 05/30/1989  	  HUGHES  	  369HS 
 05/30/1989  	  ROCKWELL  	  THRUSH S2R 
 05/30/1989  	  BELL  	  47G-3B-1 
 05/30/1989  	  CESSNA  	  150L 
 05/30/1989  	  AIR TRACTOR  	  AT-401 
 05/30/1989  	  AERONCA  	  50F 
 05/30/1989  	  CESSNA  	  177RG 
 05/30/1989  	  CESSNA  	  172N 
 05/30/1989  	  CESSNA  	  150 
 05/29/1989  	  CESSNA  	  182B 
 05/29/1989  	  de Havilland  	  DHC-2 
 05/29/1989  	  AYRES  	  S2R-T34 
 05/29/1989  	  CESSNA  	  R182 
 05/29/1989  	  CESSNA  	  A152 
 05/29/1989  	  CESSNA  	  150L 
